contact_name,device_name,rssi,location,duration,date,contact
SM-G780F,SM-G991B,0,"- , -",2:31 min,2022-05-09 11:29:00,[B@f25d556
SM-G780FSP1A.210812.016,G8341,-82,"55.71, 13.23",20 sec,2022-05-11 01:58:00,[B@f38c6e6
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",19 sec,2022-05-10 12:08:00,[B@f3b01ec
Nokia 7.2,SM-G780F,0,"55.72, 13.22",3:40 min,2022-04-27 06:12:00,[B@f46c526
SM-G780FSP1A.210812.016,Lenovo TB-X505F,-39,"- , -",1:12 min,2022-05-11 03:29:00,[B@f4949d4
SM-G780F,SM-G991B,0,"- , -",1:49 min,2022-05-09 11:59:00,[B@f4d0621
SM-G780F,SM-G991B,0,"- , -",12:03 min,2022-05-09 11:22:00,[B@f54f66
SM-G780F,SM-G991B,0,"- , -",13 sec,2022-05-09 12:04:00,[B@f5885a8
Galaxy S20 FE de Marie,SM-G991B,0,"55.72, 13.22",42 sec,2022-05-09 09:41:00,[B@f63b352
Nokia 7.2RKQ1.210607.001,SM-G991B,0,"55.72, 13.21",11:45 min,2022-05-12 10:22:00,[B@f74cd9f
SM-G780FSP1A.210812.016,Lenovo TB-X505F,0,"- , -",41:01 min,2022-05-12 02:17:00,[B@f75f3c2
Lenovo TB-X505F,SM-G991B,0,"- , -",14 sec,2022-05-12 07:25:00,[B@f7682bb
SM-G780F,SM-G991B,0,"- , -",1:00 min,2022-05-09 11:59:00,[B@f78f27b
Lenovo TB-X505F,SM-G991B,-87,"- , -",20 sec,2022-05-11 06:07:00,[B@f794d2a
SM-A515F,SM-G780F,0,"55.72, 13.21",25 sec,2022-05-09 09:36:00,[B@f7d3f17
A's M31,SM-G780F,0,"55.72, 13.21",2:28 min,2022-05-09 09:02:00,[B@f7e31b9
Lenovo TB-X505F,G8341,-70,"55.71, 13.23",13 sec,2022-05-11 11:04:00,[B@f817308
Nokia 7.2RKQ1.210607.001,SM-G991B,0,"55.72, 13.22",4:28 min,2022-05-11 09:21:00,[B@f82728b
SM-G991B,SM-G780F,0,"55.72, 13.21",1:36 min,2022-05-09 09:41:00,[B@f8eddf8
SM-G991BSP1A.210812.016,SM-G780F,-92,"- , -",37 sec,2022-05-10 10:33:00,[B@f930ef1
SM-G780F,SM-G991B,0,"- , -",19:54 min,2022-05-09 11:35:00,[B@f966c9c
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",1:13 min,2022-05-10 12:09:00,[B@f98ff33
Nokia 7.2RKQ1.210607.001,Lenovo TB-X505F,0,"- , -",1:20:18 hours,2022-05-11 09:01:00,[B@f99c446
SM-G780FSP1A.210812.016,Lenovo TB-X505F,0,"55.72, 13.22",14:04 min,2022-05-11 11:43:00,[B@f9f4605
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",25:35 min,2022-05-11 05:44:00,[B@fa8ab00
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.21",31 sec,2022-05-09 02:01:00,[B@fa8c86
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",37 sec,2022-05-10 11:04:00,[B@fb9147d
Galaxy S20 FE de Marie,Lenovo TB-X505F,0,"- , -",47 sec,2022-05-09 09:37:00,[B@fc09982
SM-G991BSP1A.210812.016,SM-G780F,-90,"- , -",1:14 min,2022-05-10 09:22:00,[B@fc3602e
Lenovo TB-X505F,SM-G991B,-51,"55.72, 13.22",13 sec,2022-05-09 09:42:00,[B@fcaaa26
Nokia 7.2RKQ1.210607.001,Lenovo TB-X505F,0,"- , -",3:40:12 hours,2022-05-10 08:56:00,[B@fcff86f
G8341,SM-G780F,0,"55.72, 13.21",49 sec,2022-05-09 10:01:00,[B@fd3791d
Lenovo TB-X505F,G8341,-83,"55.71, 13.23",21 sec,2022-05-11 10:58:00,[B@fd4012b
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",35 sec,2022-05-12 03:52:00,[B@fdd33e1
G834147.2.A.11.228,SM-G780F,-51,"- , -",49 sec,2022-05-11 01:04:00,[B@fdd6c64
Lenovo TB-X505F,SM-A700H,-74,"- , -",25 sec,2022-05-09 04:14:00,[B@fe2e62c
SM-G991B,SM-G780F,0,"55.72, 13.21",8:45 min,2022-05-09 09:34:00,[B@fec6a50
SM-G991B,SM-G780F,0,"- , -",40 sec,2022-05-09 01:07:00,[B@feede36
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",1:40 min,2022-05-10 09:32:00,[B@feededc
G8341,SM-A700H,-98,"- , -",15 sec,2022-05-09 01:07:00,[B@fef47da
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",3:46 min,2022-05-10 10:43:00,[B@ff54a62
G8341,SM-G991B,0,"- , -",6:11 min,2022-05-09 11:04:00,[B@ffdbd0d
